0.000000000 0.000000000
0.020000000 5768.695313
0.039999999	11536.31934
0.059999999	17302.87305
0.079999998	23068.35742
0.100000001	28832.76758
0.119999997	34596.10938
0.140000001	40358.38281
0.159999996	46119.58594
0.180000007	51879.72266
0.200000003	57638.78516
0.219999999	63396.78906
0.239999995	69153.71094
0.259999990	74909.57031
0.280000001	80664.36719
0.300000012	86418.09375
0.319999993	91399.43750
0.340000004	91715.20313
0.360000014	91983.60156
0.379999995	92230.86719
0.400000006	92452.40625
0.419999987	92651.00781
0.439999998	92829.21094
0.460000008	92989.28906
0.479999989	93133.30469
0.500000000	93263.11719
0.519999981	93380.33594
0.540000021	93486.48438
0.560000002	93582.82031
0.579999983	93670.55469
0.600000024	93750.71094
0.620000005	93824.21094
0.639999986	93891.84375
0.660000026	93954.32813
0.680000007	94012.32031
0.699999988	94066.35938
0.720000029	94116.94531
0.740000010	94164.50781
0.759999990	94209.40625
0.779999971	94252.02344
0.800000012	94292.57813
0.819999993	94331.39844
0.839999974	94368.64063
0.860000014	94404.53906
0.879999995	94439.28906
0.899999976	94472.97656
0.920000017	94505.78125
0.939999998	94537.80469
0.959999979	94569.13281
0.980000019	94599.85156
1.000000000	94630.07813
1.019999981	94659.83594
1.039999962	94689.19531
1.059999943	94718.19531
1.080000043	94746.89844
1.100000024	94775.33594
1.120000005	94803.54688
1.139999986	94831.55469
1.159999967	94859.36719
1.179999948	94887.02344
1.200000048	94914.53906
1.220000029	94941.95313
1.240000010	94969.24219
1.259999990	94996.45313
1.279999971	95023.58594
1.299999952	95050.61719
1.320000052	95077.58594
1.340000033	95104.52344
1.360000014	95131.39844
1.379999995	95158.21094
1.399999976	95184.99219
1.419999957	95211.72656
1.440000057	95238.44531
1.460000038	95265.13281
1.480000019	95291.78906
1.500000000	95318.41406
1.519999981	95345.00781
1.539999962	95371.58594
1.559999943	95398.14844
1.580000043	95424.69531
1.600000024	95451.22656
1.620000005	95477.73438
1.639999986	95504.22656
1.659999967	95530.70313
1.679999948	95557.17969
1.700000048	95583.61719
1.720000029	95610.07031
1.740000010	95636.49219
1.759999990	95662.89844
1.779999971	95689.30469
1.799999952	95715.71094
1.820000052	95742.10156
1.840000033	95768.46094
1.860000014	95794.83594
1.879999995	95821.17969
1.899999976	95847.50781
1.919999957	95873.85938
1.940000057	95900.16406
1.960000038	95926.48438
1.980000019	95952.80469
2.000000000 95979.07031
